"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Dealer_Positions_Long_All","Dealer_Positions_Short_All","Dealer_Positions_Spread_All","Asset_Mgr_Positions_Long_All","Asset_Mgr_Positions_Short_All","Asset_Mgr_Positions_Spread_All","Lev_Money_Positions_Long_All","Lev_Money_Positions_Short_All","Lev_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Change_in_Open_Interest_All","Change_in_Dealer_Long_All","Change_in_Dealer_Short_All","Change_in_Dealer_Spread_All","Change_in_Asset_Mgr_Long_All","Change_in_Asset_Mgr_Short_All","Change_in_Asset_Mgr_Spread_All","Change_in_Lev_Money_Long_All","Change_in_Lev_Money_Short_All","Change_in_Lev_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Dealer_Long_All","Pct_of_OI_Dealer_Short_All","Pct_of_OI_Dealer_Spread_All","Pct_of_OI_Asset_Mgr_Long_All","Pct_of_OI_Asset_Mgr_Short_All","Pct_of_OI_Asset_Mgr_Spread_All","Pct_of_OI_Lev_Money_Long_All","Pct_of_OI_Lev_Money_Short_All","Pct_of_OI_Lev_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Traders_Tot_All","Traders_Dealer_Long_All","Traders_Dealer_Short_All","Traders_Dealer_Spread_All","Traders_Asset_Mgr_Long_All","Traders_Asset_Mgr_Short_All","Traders_Asset_Mgr_Spread_All","Traders_Lev_Money_Long_All","Traders_Lev_Money_Short_All","Traders_Lev_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE",260303,2026-03-03,092741,CME ,00,092 ,  105413,   60812,    8312,    4506,    5352,   59879,    1616,   11434,    6978,    5336,    1000,    1432,       0,   90056,   88059,   15357,   17354,    8578,    3008,     127,    2568,     442,    -182,     -18,    1162,     569,    5220,    -750,     172,       0,   11632,    8456,   -3054,     122,  100.0,   57.7,    7.9,    4.3,    5.1,   56.8,    1.5,   10.8,    6.6,    5.1,    0.9,    1.4,    0.0,   85.4,   83.5,   14.6,   16.5,     51,      8,      5,      4,      5,      9,.,     14,      6,      5,.,.,      0,     33,     30,    62.0,    54.7,    70.6,    68.0,    56.4,    53.5,    63.6,    64.1,"(CONTRACTS OF CHF 125,000)","092741","CME ","092 ","F10","FutOnly"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE",260224,2026-02-24,092741,CME ,00,092 ,   96835,   57804,    8185,    1938,    4910,   60061,    1634,   10272,    6409,     116,    1750,    1260,       0,   78424,   79603,   18411,   17232,    1092,    1286,    -473,     -25,     107,    1387,    -127,    2431,    1023,      66,    -500,     281,    -713,    2525,    1419,   -1433,    -327,  100.0,   59.7,    8.5,    2.0,    5.1,   62.0,    1.7,   10.6,    6.6,    0.1,    1.8,    1.3,    0.0,   81.0,   82.2,   19.0,   17.8,     48,      8,      4,.,      4,     10,.,     13,      5,.,.,.,      0,     30,     26,    61.3,    60.0,    67.0,    71.6,    59.5,    58.6,    64.8,    70.3,"(CONTRACTS OF CHF 125,000)","092741","CME ","092 ","F10","FutOnly"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE",260217,2026-02-17,092741,CME ,00,092 ,   95743,   56518,    8658,    1963,    4803,   58674,    1761,    7841,    5386,      50,    2250,     979,     713,   75899,   78184,   19844,   17559,     -56,     516,     663,     233,       0,    1301,     123,     443,   -2812,    -801,     100,    -378,    -358,     256,   -2029,    -312,    1973,  100.0,   59.0,    9.0,    2.1,    5.0,   61.3,    1.8,    8.2,    5.6,    0.1,    2.4,    1.0,    0.7,   79.3,   81.7,   20.7,   18.3,     45,      6,      5,.,.,      9,.,     11,      5,.,.,.,.,     27,     26,    62.3,    60.2,    67.5,    72.1,    60.5,    58.8,    65.3,    70.7,"(CONTRACTS OF CHF 125,000)","092741","CME ","092 ","F10","FutOnly"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE",260210,2026-02-10,092741,CME ,00,092 ,   95799,   56002,    7995,    1730,    4803,   57373,    1638,    7398,    8198,     851,    2150,    1357,    1071,   75643,   80213,   20156,   15586,    2244,    -306,      50,       0,    -562,     736,     380,    -235,     926,     266,     400,     450,       3,     -54,    2811,    2298,    -567,  100.0,   58.5,    8.3,    1.8,    5.0,   59.9,    1.7,    7.7,    8.6,    0.9,    2.2,    1.4,    1.1,   79.0,   83.7,   21.0,   16.3,     48,      6,      4,.,.,      9,.,     11,      9,      4,.,.,.,     30,     28,    61.1,    58.8,    66.4,    70.6,    59.3,    57.5,    64.3,    69.3,"(CONTRACTS OF CHF 125,000)","092741","CME ","092 ","F10","FutOnly"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE",260203,2026-02-03,092741,CME ,00,092 ,   93555,   56308,    7945,    1730,    5365,   56637,    1258,    7633,    7272,     585,    1750,     907,    1068,   75697,   77402,   17858,   16153,   -2556,   -4361,     219,    1730,     532,   -1265,     118,   -1186,   -2272,     513,     750,     271,       0,   -1904,    -686,    -652,   -1870,  100.0,   60.2,    8.5,    1.8,    5.7,   60.5,    1.3,    8.2,    7.8,    0.6,    1.9,    1.0,    1.1,   80.9,   82.7,   19.1,   17.3,     47,      5,      4,.,      4,      9,.,     13,      7,.,.,.,.,     28,     26,    63.4,    58.9,    69.2,    70.9,    61.5,    57.6,    67.0,    69.6,"(CONTRACTS OF CHF 125,000)","092741","CME ","092 ","F10","FutOnly"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE",260127,2026-01-27,092741,CME ,00,092 ,   96111,   60669,    7726,       0,    4833,   57902,    1140,    8819,    9544,      72,    1000,     636,    1068,   77601,   78088,   18510,   18023,   -1974,   -4864,    2148,       0,   -1495,   -4113,     -73,    -301,     389,     -10,       0,     168,     119,   -6624,   -1372,    4650,    -602,  100.0,   63.1,    8.0,    0.0,    5.0,   60.2,    1.2,    9.2,    9.9,    0.1,    1.0,    0.7,    1.1,   80.7,   81.2,   19.3,   18.8,     46,      5,      5,      0,.,     11,.,     13,      6,      4,.,.,.,     25,     27,    64.1,    57.5,    70.5,    69.2,    64.1,    56.3,    70.4,    68.0,"(CONTRACTS OF CHF 125,000)","092741","CME ","092 ","F10","FutOnly"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE",260120,2026-01-20,092741,CME ,00,092 ,   98085,   65533,    5578,       0,    6328,   62015,    1213,    9120,    9155,      82,    1000,     468,     949,   84225,   79460,   13860,   18625,    1865,    2379,    -740,       0,    -438,    2223,       5,    -944,   -1480,      31,       0,       0,     949,    1982,     988,    -117,     877,  100.0,   66.8,    5.7,    0.0,    6.5,   63.2,    1.2,    9.3,    9.3,    0.1,    1.0,    0.5,    1.0,   85.9,   81.0,   14.1,   19.0,     46,      5,.,      0,      6,     12,.,     10,      7,.,.,.,.,     25,     26,    67.1,    56.3,    75.1,    70.1,    67.1,    55.7,    75.1,    68.8,"(CONTRACTS OF CHF 125,000)","092741","CME ","092 ","F10","FutOnly"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE",260113,2026-01-13,092741,CME ,00,092 ,   96220,   63154,    6318,       0,    6766,   59792,    1208,   10064,   10635,      51,    1000,     468,       0,   82243,   78472,   13977,   17748,    5842,    4466,    -640,       0,    1442,    4577,      21,    1515,     846,     -21,       0,       0,       0,    7423,    4783,   -1581,    1059,  100.0,   65.6,    6.6,    0.0,    7.0,   62.1,    1.3,   10.5,   11.1,    0.1,    1.0,    0.5,    0.0,   85.5,   81.6,   14.5,   18.4,     44,      6,      4,      0,      5,     12,.,     11,      4,.,.,.,      0,     25,     23,    65.4,    55.3,    73.9,    70.2,    65.4,    55.3,    73.9,    69.1,"(CONTRACTS OF CHF 125,000)","092741","CME ","092 ","F10","FutOnly"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE",260106,2026-01-06,092741,CME ,00,092 ,   90378,   58688,    6958,       0,    5324,   55215,    1187,    8549,    9789,      72,    1000,     468,       0,   74820,   73689,   15558,   16689,    1254,     905,     832,       0,      92,     798,     130,    1370,   -2223,     -25,       0,       0,       0,    2472,    -488,   -1218,    1742,  100.0,   64.9,    7.7,    0.0,    5.9,   61.1,    1.3,    9.5,   10.8,    0.1,    1.1,    0.5,    0.0,   82.8,   81.5,   17.2,   18.5,     40,      6,.,      0,.,     11,.,     10,      5,.,.,.,      0,     23,     22,    65.4,    54.9,    73.9,    70.2,    65.4,    54.8,    73.8,    68.9,"(CONTRACTS OF CHF 125,000)","092741","CME ","092 ","F10","FutOnly"
"BRITISH POUND - CHICAGO MERCANTILE EXCHANGE",260505,2026-05-05,096742,CME ,00,096 ,  276143,  131954,   53597,    5593,   38205,  140835,    4708,   63113,   37064,    7010,       0,       0,       0,  250583,  248807,   25560,   27336,   12508,     639,   -9849,    4671,   -1490,    7387,     196,    4624,    7457,    4159,    -483,       0,       0,   12316,   14021,     192,   -1513,  100.0,   47.8,   19.4,    2.0,   13.8,   51.0,    1.7,   22.9,   13.4,    2.5,    0.0,    0.0,    0.0,   90.7,   90.1,    9.3,    9.9,    104,      7,      9,.,     12,     27,      9,     27,     22,     11,      0,      0,      0,     58,     69,    57.2,    40.7,    68.4,    55.1,    55.4,    40.7,    66.1,    55.0,"(CONTRACTS OF GBP 62,500)","096742","CME ","096 ","F10","FutOnly"
"BRITISH POUND - CHICAGO MERCANTILE EXCHANGE",260428,2026-04-28,096742,CME ,00,096 ,  263635,  131315,   63446,     922,   39695,  133448,    4512,   58489,   29607,    2851,     483,       0,       0,  238267,  234786,   25368,   28849,     112,    5270,   -4788,    -780,   -1858,    8709,    -499,   -2047,   -1792,    -413,    -555,       0,       0,    -882,     437,     994,    -325,  100.0,   49.8,   24.1,    0.3,   15.1,   50.6,    1.7,   22.2,   11.2,    1.1,    0.2,    0.0,    0.0,   90.4,   89.1,    9.6,   10.9,    100,      8,      9,.,     15,     26,      8,     19,     22,     10,.,      0,      0,     52,     68,    57.7,    42.2,    69.9,    59.3,    57.2,    42.2,    69.3,    59.3,"(CONTRACTS OF GBP 62,500)","096742","CME ","096 ","F10","FutOnly"
"BRITISH POUND - CHICAGO MERCANTILE EXCHANGE",260421,2026-04-21,096742,CME ,00,096 ,  263523,  126045,   68234,    1702,   41553,  124739,    5011,   60536,   31399,    3264,    1038,       0,       0,  239149,  234349,   24374,   29174,   13470,     275,   12004,    -287,    5353,     624,    1184,    6489,    -317,     492,     470,       0,       0,   13976,   13700,    -506,    -230,  100.0,   47.8,   25.9,    0.6,   15.8,   47.3,    1.9,   23.0,   11.9,    1.2,    0.4,    0.0,    0.0,   90.8,   88.9,    9.2,   11.1,    101,      5,     11,.,     12,     26,      9,     23,     22,     11,.,      0,      0,     55,     69,    57.9,    39.5,    70.3,    57.8,    57.3,    39.5,    69.5,    57.7,"(CONTRACTS OF GBP 62,500)","096742","CME ","096 ","F10","FutOnly"
"BRITISH POUND - CHICAGO MERCANTILE EXCHANGE",260414,2026-04-14,096742,CME ,00,096 ,  250053,  125770,   56230,    1989,   36200,  124115,    3827,   54047,   31716,    2772,     568,       0,       0,  225173,  220649,   24880,   29404,    5862,   -7506,    2722,     785,   10359,   -1186,    -310,   -1732,    2470,    1333,     568,    -497,       0,    3497,    5317,    2365,     545,  100.0,   50.3,   22.5,    0.8,   14.5,   49.6,    1.5,   21.6,   12.7,    1.1,    0.2,    0.0,    0.0,   90.1,   88.2,    9.9,   11.8,     98,      7,      9,.,     11,     30,      7,     19,     21,      9,.,      0,      0,     50,     67,    58.8,    38.4,    70.7,    55.7,    58.3,    38.3,    69.7,    55.6,"(CONTRACTS OF GBP 62,500)","096742","CME ","096 ","F10","FutOnly"
"BRITISH POUND - CHICAGO MERCANTILE EXCHANGE",260407,2026-04-07,096742,CME ,00,096 ,  244191,  133276,   53508,    1204,   25841,  125301,    4137,   55779,   29246,    1439,       0,     497,       0,  221676,  215332,   22515,   28859,     730,     982,    2054,     626,    2383,     311,    -746,   -2623,     776,   -1159,       0,       0,       0,    -537,    1862,    1267,   -1132,  100.0,   54.6,   21.9,    0.5,   10.6,   51.3,    1.7,   22.8,   12.0,    0.6,    0.0,    0.2,    0.0,   90.8,   88.2,    9.2,   11.8,     97,      7,      7,.,     10,     32,      9,     21,     19,      7,      0,.,      0,     47,     68,    57.8,    37.5,    69.8,    55.1,    57.5,    37.3,    69.1,    54.8,"(CONTRACTS OF GBP 62,500)","096742","CME ","096 ","F10","FutOnly"
"BRITISH POUND - CHICAGO MERCANTILE EXCHANGE",260331,2026-03-31,096742,CME ,00,096 ,  243461,  132294,   51454,     578,   23458,  124990,    4883,   58402,   28470,    2598,       0,     497,       0,  222213,  213470,   21248,   29991,    4599,    4141,    5310,     251,   -5041,    2028,     434,   10952,   -3264,   -1614,       0,       0,       0,    9123,    3145,   -4524,    1454,  100.0,   54.3,   21.1,    0.2,    9.6,   51.3,    2.0,   24.0,   11.7,    1.1,    0.0,    0.2,    0.0,   91.3,   87.7,    8.7,   12.3,     99,      9,      6,.,      7,     31,     11,     23,     22,     10,      0,.,      0,     53,     69,    57.7,    36.9,    68.8,    53.9,    57.4,    36.6,    68.1,    53.7,"(CONTRACTS OF GBP 62,500)","096742","CME ","096 ","F10","FutOnly"
"BRITISH POUND - CHICAGO MERCANTILE EXCHANGE",260324,2026-03-24,096742,CME ,00,096 ,  238862,  128153,   46144,     327,   28499,  122962,    4449,   47450,   31734,    4212,       0,     497,       0,  213090,  210325,   25772,   28537,   -4572,   -2572,    4921,   -1948,   -1565,   -3060,    -710,     744,   -3204,     163,       0,       0,       0,   -5888,   -3838,    1316,    -734,  100.0,   53.7,   19.3,    0.1,   11.9,   51.5,    1.9,   19.9,   13.3,    1.8,    0.0,    0.2,    0.0,   89.2,   88.1,   10.8,   11.9,     92,      8,      6,.,      9,     29,     11,     15,     24,     10,      0,.,      0,     46,     68,    58.2,    36.8,    71.5,    53.0,    57.8,    36.7,    70.8,    52.7,"(CONTRACTS OF GBP 62,500)","096742","CME ","096 ","F10","FutOnly"
"BRITISH POUND - CHICAGO MERCANTILE EXCHANGE",260317,2026-03-17,096742,CME ,00,096 ,  243434,  130725,   41223,    2275,   30064,  126022,    5159,   46706,   34938,    4049,       0,     497,       0,  218978,  214163,   24456,   29271, -149157,   20043,   33656, -124509,   -3583,  -28128,   -1519,   -2112,    6222,  -34654,       0,     497,       0, -146334, -148435,   -2823,    -722,  100.0,   53.7,   16.9,    0.9,   12.3,   51.8,    2.1,   19.2,   14.4,    1.7,    0.0,    0.2,    0.0,   90.0,   88.0,   10.0,   12.0,     93,     10,      4,.,      9,     32,      9,     16,     21,      8,      0,.,      0,     47,     65,    57.2,    35.8,    70.8,    53.4,    56.5,    35.7,    69.3,    52.5,"(CONTRACTS OF GBP 62,500)","096742","CME ","096 ","F10","FutOnly"
"BRITISH POUND - CHICAGO MERCANTILE EXCHANGE",260310,2026-03-10,096742,CME ,00,096 ,  392591,  110682,    7567,  126784,   33647,  154150,    6678,   48818,   28716,   38703,       0,       0,       0,  365312,  362598,   27279,   29993,  122895,    5300,   -2300,  114647,    5036,      -8,   -1017,  -19262,   -4858,   17494,    -572,    -427,       0,  121626,  123531,    1269,    -636,  100.0,   28.2,    1.9,   32.3,    8.6,   39.3,    1.7,   12.4,    7.3,    9.9,    0.0,    0.0,    0.0,   93.1,   92.4,    6.9,    7.6,     96,     13,.,      9,     13,     29,     13,     18,     20,     14,      0,      0,      0,     62,     70,    54.6,    55.9,    68.4,    65.2,    23.3,    27.5,    33.4,    32.4,"(CONTRACTS OF GBP 62,500)","096742","CME ","096 ","F10","FutOnly"
"BRITISH POUND - CHICAGO MERCANTILE EXCHANGE",260303,2026-03-03,096742,CME ,00,096 ,  269696,  105382,    9867,   12137,   28611,  154158,    7695,   68080,   33574,   21209,     572,     427,       0,  243686,  239067,   26010,   30629,   23805,   27228,     679,   -1102,   -6156,    9233,     655,   -1084,    4561,    7490,       0,       0,       0,   27031,   21516,   -3226,    2289,  100.0,   39.1,    3.7,    4.5,   10.6,   57.2,    2.9,   25.2,   12.4,    7.9,    0.2,    0.2,    0.0,   90.4,   88.6,    9.6,   11.4,    110,     12,.,      6,     10,     29,     10,     25,     29,     13,.,.,      0,     64,     75,    34.5,    44.6,    53.5,    53.9,    31.6,    40.6,    47.0,    47.9,"(CONTRACTS OF GBP 62,500)","096742","CME ","096 ","F10","FutOnly"
"BRITISH POUND - CHICAGO MERCANTILE EXCHANGE",260224,2026-02-24,096742,CME ,00,096 ,  245891,   78154,    9188,   13239,   34767,  144925,    7040,   69164,   29013,   13719,     572,     427,       0,  216655,  217551,   29236,   28340,    7046,   14948,   -8485,    7856,  -10152,    6463,    -310,   -5724,   -3509,    4788,    -749,       0,       0,   10657,    6803,   -3611,     243,  100.0,   31.8,    3.7,    5.4,   14.1,   58.9,    2.9,   28.1,   11.8,    5.6,    0.2,    0.2,    0.0,   88.1,   88.5,   11.9,   11.5,     99,      8,      5,      5,     13,     26,     11,     24,     21,     10,.,.,      0,     58,     67,    34.3,    42.0,    50.5,    51.5,    30.3,    40.3,    45.4,    48.3,"(CONTRACTS OF GBP 62,500)","096742","CME ","096 ","F10","FutOnly"
"BRITISH POUND - CHICAGO MERCANTILE EXCHANGE",260217,2026-02-17,096742,CME ,00,096 ,  238845,   63206,   17673,    5383,   44919,  138462,    7350,   74888,   32522,    8931,    1321,     427,       0,  205998,  210748,   32847,   28097,   11271,    9841,  -11729,    2819,   -5218,    9724,    -106,    1363,    2476,    5596,     429,       0,       0,   14724,    8780,   -3453,    2491,  100.0,   26.5,    7.4,    2.3,   18.8,   58.0,    3.1,   31.4,   13.6,    3.7,    0.6,    0.2,    0.0,   86.2,   88.2,   13.8,   11.8,    103,      5,      7,.,     17,     27,      9,     24,     20,      9,.,.,      0,     61,     63,    32.2,    39.5,    47.4,    50.1,    31.0,    39.3,    46.2,    48.5,"(CONTRACTS OF GBP 62,500)","096742","CME ","096 ","F10","FutOnly"
"BRITISH POUND - CHICAGO MERCANTILE EXCHANGE",260210,2026-02-10,096742,CME ,00,096 ,  227574,   53365,   29402,    2564,   50137,  128738,    7456,   73525,   30046,    3335,     892,     427,       0,  191274,  201968,   36300,   25606,    -314,     669,      51,     357,   -4497,    7416,     957,      79,   -7989,     592,    -620,       0,       0,   -2463,    1384,    2149,   -1698,  100.0,   23.4,   12.9,    1.1,   22.0,   56.6,    3.3,   32.3,   13.2,    1.5,    0.4,    0.2,    0.0,   84.0,   88.7,   16.0,   11.3,    101,      5,      8,.,     18,     27,      9,     25,     16,     10,.,.,      0,     62,     61,    32.0,    39.4,    48.6,    49.8,    31.3,    39.3,    47.4,    49.8,"(CONTRACTS OF GBP 62,500)","096742","CME ","096 ","F10","FutOnly"
"BRITISH POUND - CHICAGO MERCANTILE EXCHANGE",260203,2026-02-03,096742,CME ,00,096 ,  227888,   52696,   29351,    2207,   54634,  121322,    6499,   73446,   38035,    2743,    1512,     427,       0,  193737,  200584,   34151,   27304,    3429,   -1997,    1944,      -7,    5730,   -3169,    1100,    1038,    2770,       9,      25,    -600,       0,    5898,    2047,   -2469,    1382,  100.0,   23.1,   12.9,    1.0,   24.0,   53.2,    2.9,   32.2,   16.7,    1.2,    0.7,    0.2,    0.0,   85.0,   88.0,   15.0,   12.0,    106,      7,      8,      4,     17,     27,      8,     28,     16,      8,.,.,      0,     65,     61,    34.6,    35.3,    50.4,    47.4,    34.0,    35.3,    49.6,    47.4,"(CONTRACTS OF GBP 62,500)","096742","CME ","096 ","F10","FutOnly"
"BRITISH POUND - CHICAGO MERCANTILE EXCHANGE",260127,2026-01-27,096742,CME ,00,096 ,  224459,   54693,   27407,    2214,   48904,  124491,    5399,   72408,   35265,    2734,    1487,    1027,       0,  187839,  198537,   36620,   25922,   16847,   -1684,   11986,    -412,    7888,   -3018,     499,    5973,    9608,     760,     446,    -153,       0,   13470,   19270,    3377,   -2423,  100.0,   24.4,   12.2,    1.0,   21.8,   55.5,    2.4,   32.3,   15.7,    1.2,    0.7,    0.5,    0.0,   83.7,   88.5,   16.3,   11.5,    109,      6,      8,      5,     14,     29,     10,     28,     19,     10,.,.,      0,     67,     67,    35.2,    37.2,    51.4,    48.8,    34.5,    37.2,    50.1,    48.7,"(CONTRACTS OF GBP 62,500)","096742","CME ","096 ","F10","FutOnly"
"BRITISH POUND - CHICAGO MERCANTILE EXCHANGE",260120,2026-01-20,096742,CME ,00,096 ,  207612,   56377,   15421,    2626,   41016,  127509,    4900,   66435,   25657,    1974,    1041,    1180,       0,  174369,  179267,   33243,   28345,    -255,    -476,     369,     689,   -2841,    3718,   -1064,    -105,   -2793,    -715,    -154,     262,       0,   -4666,     466,    4411,    -721,  100.0,   27.2,    7.4,    1.3,   19.8,   61.4,    2.4,   32.0,   12.4,    1.0,    0.5,    0.6,    0.0,   84.0,   86.3,   16.0,   13.7,    106,      7,      8,      4,     13,     32,     10,     22,     20,      6,.,.,      0,     57,     69,    36.2,    38.6,    53.8,    47.5,    35.8,    38.6,    52.8,    47.3,"(CONTRACTS OF GBP 62,500)","096742","CME ","096 ","F10","FutOnly"
"BRITISH POUND - CHICAGO MERCANTILE EXCHANGE",260113,2026-01-13,096742,CME ,00,096 ,  207867,   56853,   15052,    1937,   43857,  123791,    5964,   66540,   28450,    2689,    1195,     918,       0,  179035,  178801,   28832,   29066,    1553,   -1407,    3955,     659,   -2549,   -1057,      -6,    6406,   -2737,    -479,    -264,     491,       0,    2360,     826,    -807,     727,  100.0,   27.4,    7.2,    0.9,   21.1,   59.6,    2.9,   32.0,   13.7,    1.3,    0.6,    0.4,    0.0,   86.1,   86.0,   13.9,   14.0,    110,      7,      8,.,     14,     30,     11,     25,     22,      5,.,.,      0,     61,     68,    37.4,    38.4,    55.0,    47.2,    36.7,    38.3,    54.3,    47.0,"(CONTRACTS OF GBP 62,500)","096742","CME ","096 ","F10","FutOnly"
"BRITISH POUND - CHICAGO MERCANTILE EXCHANGE",260106,2026-01-06,096742,CME ,00,096 ,  206314,   58260,   11097,    1278,   46406,  124848,    5970,   60134,   31187,    3168,    1459,     427,       0,  176675,  177975,   29639,   28339,   10311,   -2575,    1701,     494,    3160,    4621,    1438,    3792,     536,     866,     -95,       0,       0,    7080,    9656,    3231,     655,  100.0,   28.2,    5.4,    0.6,   22.5,   60.5,    2.9,   29.1,   15.1,    1.5,    0.7,    0.2,    0.0,   85.6,   86.3,   14.4,   13.7,    109,      8,      7,.,     14,     31,      9,     23,     23,      7,.,.,      0,     57,     71,    37.3,    38.7,    55.0,    47.5,    36.5,    38.7,    54.2,    47.3,"(CONTRACTS OF GBP 62,500)","096742","CME ","096 ","F10","FutOnly"
"JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE",260505,2026-05-05,097741,CME ,00,097 ,  354005,   68788,   46946,   18785,   69171,   79767,   24651,   86085,  138982,    4665,   42106,    2543,    2029,  316280,  318368,   37725,   35637,  -18775,  -15303,   21631,   -3936,    2659,  -13295,    -706,    4285,  -18620,    -332,     128,    1352,     -10,  -13215,  -13916,   -5560,   -4859,  100.0,   19.4,   13.3,    5.3,   19.5,   22.5,    7.0,   24.3,   39.3,    1.3,   11.9,    0.7,    0.6,   89.3,   89.9,   10.7,   10.1,    152,     12,     12,      6,     26,     27,     14,     26,     36,     12,      9,.,.,     91,     95,    31.4,    37.0,    48.7,    53.7,    31.3,    30.0,    45.5,    44.3,"(CONTRACTS OF JPY 12,500,000)","097741","CME ","097 ","F10","FutOnly"
"JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE",260428,2026-04-28,097741,CME ,00,097 ,  372780,   84091,   25315,   22721,   66512,   93062,   25357,   81800,  157602,    4997,   41978,    1191,    2039,  329495,  332284,   43285,   40496,   20998,   12437,   -1946,    1162,    5468,   17620,   -1593,    1580,    8885,   -2566,    1379,     101,    -466,   17401,   21197,    3597,    -199,  100.0,   22.6,    6.8,    6.1,   17.8,   25.0,    6.8,   21.9,   42.3,    1.3,   11.3,    0.3,    0.5,   88.4,   89.1,   11.6,   10.9,    153,     11,     11,      5,     23,     34,     12,     25,     36,      9,      9,.,.,     82,    100,    30.4,    39.6,    47.4,    52.1,    29.1,    30.7,    44.1,    41.8,"(CONTRACTS OF JPY 12,500,000)","097741","CME ","097 ","F10","FutOnly"
